"Hash","string"
"50689dc","You're not ready yet?! Whoa!
A trainer should always be ready to fight!"
"6068b4f","That was pretty cool, what I just said!
I can't believe I said that!"
"b06936e","Okay, then! Start fighting!"
"a40e331c","That's enough!"
"a70e37d5","Way to go, dear apprentice...
You defeated Veevee! Of all Digimon!"
"a60e3662","Hey!"
"a10e2e43","Excellent! Off the hook!"
"a00e2cd0","Hahahaha!
I can finally tell you the truth!"
"a30e31a9","Yeah, it all started when I intercepted Mirei's rescue
signal..."
"a20e3036","After crossing the stormy digital seas, Veevee and I arrived
here... That's when it happened."
"ad0e4167","Just when I thought we had passed the digital border...
We somehow got caught on something..."
"ac0e3ff4","The border closed us off!
We got caught up in some complex digital thing..."
"9f0bec86","To make a long story short, we got stuck.
And now we can't leave."
"a00bee79","But don't tell Mirei that! I'm too embarrassed!
I haven't been able to reach Mirei, either!"
"9d0be9a0","That's when I found you!"
"9e0beb13","According to Veevee, if we take a really big hit, something
will come loose."
"a30bf332","That's how we came up with the idea of building you up to
knock Veevee really hard. Yeah, I'm a genius, I know."
"a40bf4a5","So when you succeeded so well before, we knew you could
rescue us. And you did!"
"a10befec","But you ended up getting built up by a top-grade, pretty
little Tamer like me, so it's not all bad, right?"
"a20bf15f","I see..."
"a70bf97e","No way! Mirei?!"
"a80bfad1","Heehee! I guess I should thank you for the help, Rina."
"39090dbd","Um... How long have you been wise to us?"
"38090bca","For a little while now, I guess.
Been too busy to come say hello, though. Sorry about that!"
"37090a57","Darn... I thought I was getting away with it."
"360908e4","It was a pretty good idea, to use that to 
help you escape... Very impressive indeed."
"35090771","What's this?"
"3409059e","Sorry if that was a little abrupt. I wanted to get you all
outside for a bit."
"3309042b","What? Really?!"
"320902b8","Hey, apprentice! Now's your chance! Take this!"
"310900c5","I'll be back!"
"3008ff52","So sorry about that. Oh well, she... could be called an
acquaintance of mine, I suppose."
"3306c5b4","She'll be back in this Digital World, though. I don't think
she'd want to leave a beloved apprentice all alone, right?"
"3406c727","You received Indicaesquetrine from Rina."
"3506c89a","You cleared the Add-On Scenario
""The Most Beautiful Tamer Ever Arrives!"""
"6196bbb4","Hey, {0}! My dear apprentice!
How cool is it that we get to meet again?"
"6496c00d","Not that cool?
I'm so sorry! But you really helped us out!"
"6396be9a","We might have been stuck there forever!"
"5e96b6fb","So, give us a chance to explore this world a little.
We're counting on you!"
"5d96b508","We might be able to help you out a little.
When that time comes, count on us!"
"bbcc661f","Hey, there! How goes it, apprentice?"
"bccc67f2","Thanks, and, uh, yeah, it's all good.
Rina is looking out for me."
"bdcc6965","Hey, Mameo! You should go up against Veevee next time."
"b6cc5e60","Whoa! Don't be so rude, Rina!"
"b6cc5e65","UlforceVeedramon? No problem...but I'll just need a little
time."
"b7cc5fd3","What did Mirei call it? Her Devil-Angel-Lady-Woman?
Where did that go?"
"b8cc6146","Rina... I would knock it off with that name..."
"b8cc6143","Mastemon...I'm sorry. You've been surpassed..."
"b9cc6339","Yeah, okay. This world is a little like the world I used to
be in..."
"c2cc7104","I haven't seen those folks in a while. I wonder how everyone's
doing."
"c3cc72f7","Hey, there! Prosperity in town has reached the max?
Take this, then!"
"c0ceac95","You got Indicaesquetrine!"
"bfceab22","Thank you for letting me meet so many Digimon!"
"b96d9ee5","...? And you are?
"
"b66d9a2c","I'm {0}.
I got your DigiMail.
I'm nobody."
"b76d9b9f","{0}? 'Kay."
"b46d96c6","DigiMail...? I don't remember...sending one...
"
"b56d98b9","Nobody? Strange name..."
"b26d93e0","Umm... Lemme think... Oh yeah!
"
"b36d9553","...?"
"c06da9ea","Can I...ask you a favor?"
"c16dab5d","There's a...scary Digimon...in the Vast...Plateau...?
The place...with the trees..."
"be6fe57b","You...strong...? If so...take care of...Digimon..."
"bd6fe388","Please...I'll be waiting...
"
"fa3c2f8","Still there...?"
"12a3c7b1","Please...do it quickly..."
"e354a513","Huh? What do you want, human?"
"e454a686","Um... Would you mind leaving?
What are you doing here?
Meicoomon said you were scary."
"e554a879","Whoa, what's this about? Are you accusing me of doing
something?"
"e654a9ec","What am I doing? Nothing in particular.
"
"e754ab5f","Meicoo? What the heck?"
"e854ad32","Wait...! Don't tell me..."
"e954aea5","That weird little creepy thing is your friend?! Nnraaar!
You've got some nerve!"
"d7003146","Hold on just a second...
"
"d6002fd3","If you're really Meicoo's friend, then tell me something.
What's going on?"
"d5002e60","Meicoo was lost and hungry, so I was trying to help it."
"dc003965","My head suddenly started hurting and I blacked out for
a while."
"db0037f2","When I came round the food I'd gotten was gone! It's my
fault, I guess, for being so gullible..."
"da00361f","Are you sure you're not just being duped too? You look
pretty gullible."
"d90034ac","Yeowch! I'm getting out of here. See ya later! Watch your
back!"
"2f8f66c9","Phew... You're back...
"
"2c8f6270","Has that Digimon...left?"
"2d8f63e3","Yeah, it's gone.
It told me something interesting...
The real criminal is you!"
"328f6b82","Thank you..."
"338f6d75","Something interesting...?"
"308f68bc","Criminal...?"
"318f6a2f","Um... Y'know...to tell you the truth... I can't really...
remember anything..."
"368f71ce","Who is this place...? Where's my name...? Hey...
Do you know...?"
"378f73a1","...!"
"b49276df","...!"
"b392756c","I can...see...
"
"b6927a25","Greenery...soil..."
"b59278b2","...a waterfall?"
"b0927093","...a fence?"
"af926f20","...a long...bridge?"
"b29273f9","*pant* *pant* Where is that...? Do you know...?"
"b1927206","Go find it...! It's gotta be...important...!"
"afe14dfc","Greenery...soil...a waterfall...?"
"b2e152b5","A fence...? A long...bridge...?"
"b1e150c2","Go find it...! It's gotta be...important...!"
"72c66317","(There's something on the ground.)"
"73c6648a","(Looks like a scrap of paper with something written on it.
Could it be from someone's diary?)"
"74c6667d","""I'm in another world...find a way back... Gotta hurry..."""
"6dc65b78","""Still have the strength...before they get here..."""
"6ec65ceb","(Does this belong to Meicoomon? This could be important.)"
"6fc65e5e","It's here. I'm picking up the last traces of data waves.
Looks like there was a battle..."
"70c66031","It can't have ended well... We have to hurry."
"69c654cc","Wait. Over there.
"
"6ac656bf","What?! There are humans in this world, too?!"
"77c8a9ad","Hey, you there. I want to ask you something."
"76c8a83a","Huh? What's that you're holding?"
"75c8a647","That might be what we've been looking for. Can I take a look?"
"74c8a4d4","..."
"73c8a361","Um, Captain, you might want to be leave that well alone!"
"72c8a18e","Gah! I touched it!"
"71c8a01b","...?!"
"70c89ea8","St-Stop...! Stop that!"
"6fc89d35","We're too late! Hey, you, give me that!"
"6ec89b42","You shouldn't do that without a force field! Oh boy...
"
"ddcb88f6","Why so strong?! We have to hurry..."
"decb8a69","Arrrgh..."
"dbcb8590","We should get out of here right now, and report back."
"dccb8703","(What was all that about? I should go see Meicoomon.)"
"f5596f2a","I knew you'd come back. You won't get away again."
"f4596db7","This isn't personal. I just need that scrap of paper."
"49cdd89d","Did you...find anything?!"
"46cdd3c4","({0} explained everything that had happened.)"
"47cdd5b7","What...? A different world...?"
"44cdd0fe","I'm probably...being targeted...?"
"45cdd251","Hmm..."
"42cdcd98","Human...? I..."
"43cdcf0b","...?!"
"40cdcab2","There you are!"
"41cdcc25","Don't move!"
"2ecfecf3","We're using a force field, so any attempts to resist will be
futile."
"2dcfeb00","You're coming with us."
"30cfefd9","Why...? I..."
"2fcfee66","Agh!"
"32cff33f","!"
"31cff14c","*pant* *pant*"
"34cff605","What the?!"
"33cff492","I said don't move..."
"36cff96b","Aaaagh!"
"35cff7f8","..."
"bcc87db8","You fool... How could you..."
"bdc87f2b","with one hit...? Urghh..."
"bec8809e","..."
"bfc88271","!"
"c0c883e4","Nnnff... Nnnff..."
"c1c88557","Nnf...?"
"c2c886ca","Huh...? Where am I...?"
"c3c888bd","You're...a human..."
"b4c870c0","Have you gotten your memory back?
Have you gotten your sanity back?
Do you even know who you are?"
"b5c872b3","Memory..."
"c2cac5a1","Sanity..."
"c1cac3ce","You...?"
"c0cac25b","I...remember...!"
"bfcac0e8","I...I'm sorry..."
"c6cacbed","I'm being...called back..."
"c5caca7a","...to the other...world..."
"c4cac887","Farewell... Thanks..."
"c3cac714","Meicoomon placed something on the ground before
disappearing."
"bacab8c9","Meicoomon left an item behind."
"b9cab756","You got Feliprudentite!"
"c0d78e6e","Meicoomon left an item behind, but your inventory is full..."
"c1d78fc1","You cleared the Add-On Scenario ""Meicoomon's Riddle""!"
"2c5fe8f0","..."
"2f5fed49","!"
"497ada40","Welcome! There's something big happening that requires your
skills."
"4c7adf19","It appears that the Three Gods of Ruin--Kuzuhamon,
Samudramon, and Titamon--have been reincarnated."
"4b7adda6","Why hadn't they come back until now? It's possible their
data's corrupted..."
"4e7ae27f","However, there may be another reason. We're trying our best
to get a fix on their locations."
"4d7ae08c","If they intend to wreak havoc on the world again, then we
have to put a stop to their plans as soon as possible."
"507ae545","Noir and I will go and speak to them. The way I am right
now, I can't do this by myself."
"4f7ae3d2","We may end up asking you for your help if things go south.
Don't worry. I realize I can't do everything by myself."
"527ae8ab","We have a fix on one of them."
"517ae738","There's a strong signal coming from Absolute Zero."
"6478c66a","Yeah, you're right... It's gotta be Titamon."
"6578c7dd","We'll head out right away."
"6278c304","What about the others?"
"6378c4f7","Nothing we can verify just yet."
"6078c03e","I see... Could you head out too, {0}?"
"6178c191","I know Tsuzuki's matured, but when it comes to inviting
Digimon to join the city, you're the most reliable."
"5e78bcd8","...!"
"5f78be4b","What the...?! You want to bring the Three Gods of Ruin
to the city?!"
"5c78b9f2","Sounds like a good idea to me."
"5d78bb65","Granted it won't be easy, but all things considered it's the
best thing for Floatia."
"de75b4e1","Y'know, the Three Gods of Ruin ain't got nothing on you,
{0}. You could handle a Hundred Gods of Ruin!"
"dd75b30e","Huh? Oh yeah, what about...?"
"dc75b19b","What about what...? Oh, MetalEtemon?!"
"db75b028","Yeah, they may have reincarnated together..."
"e275bb2d","Okay, we should search for them at the same time."
"b33637ad","Outta my way. I don't know who you are, but I'll slash you
if you don't back off."
"b03632d4","Don't be like that, Titamon! I don't want to fight you."
"b1363447","You've got some nerve, human. What do you want?"
"ae362f8e","What?! It's me, Shoma! Don't you recognize me?"
"af363161","Shoma... It looks like this Titamon has lost its memory."
"ac362ca8","Is that possible? If so, then we're in trouble right now..."
"ad362e1b","It's possible its memory hasn't fully returned yet. Maybe
we should step back."
"aa362942","Tch. Another human? What's going on...?"
"ab362b35","Huh?! My Zanjinto's upset? What's happening?!"
"18391503","Leave this to me, {0}, okay?"
"17391390","Listen to me, Titamon. You were defeated once by
{0}."
"1a391869","But {0} revived you, too."
"193916f6","It was my fault that you and {0} fought,
and for that I'm sorry."
"1c391b4f","I'm asking you, please don't drag this world into chaos."
"1b3919dc","...?!"
"1e391e95","You have got to be kidding me."
"1d391d22","It's all nonsense! There's no way that this human could have
defeated the mighty Titamon."
"203921fb","Something doesn't quite add up here. My Zanjinto tells me
so..."
"1f392008","Try to remember, Titamon!
Your sword, it remembers that battle!
Have you forgotten that fearsome battle at Server Tower!?"
"a631a5c8","This is NOT good..."
"a731a7bb","Hey, you! Stop flapping your gums!"
"a831a92e","You low-lifes... Looks like I was being used."
"a931aa81","If I ever see either of you again, you'll be sorry!"
"aa31ac74","Eeek!"
"ab31ade7","Titamon!"
"ac31af5a","I remember some things...about Shoma and the Three Gods of
Ruin..."
"ad31b0cd","The AR Plan ended in failure, didn't it?"
"9e319950","The world of the gods crumbling and Hell rising...
Heh. That could've been interesting."
"9f319ac3","I wasn't myself then. No plans like that will ever become
reality."
"ac33ee31","So it seems. I followed you once, but I see no value in
doing so now."
"ab33ec5e","{0}...my Zanjinto is responding to you, but do
you have what it takes to convince me?"
"aa33eaeb","You need to do two things to prove yourself to me."
"a933e978","One. Bring me a sinister Digivolution Core, so I can return
to full power."
"b033f47d","Two. Once you've done that, we will fight. If you win, you
will prove yourself worthy."
"af33f28a","Looks like we'll need more than just words to bring it
around, but we're getting there. Let's do as it says."
"ae33f117","First we need to get a Digivolution Core..."
"ad33efa4","And it has to be sinister...so that a Digimon can Digivolve
into a Dark type...I guess?"
"a433e159","There's a message from Mirei... It's about the next
Digimon's location."
"a333dfe6","Noir and I will go ahead and check out some of the more
suspect places."
"aa40b6fe","Sorry, {0}, but I'm going to have to leave
this to you."
"2d174a2a","Bring me a sinister Digivolution Core."
"2c1748b7","Select a Digivolution item to give."
"2b1746c4","You do not have any Digivolution items."
"2a174551","This isn't what Titamon is after."
"83c5604e","You got it? Good."
"82c55edb","Hmph!"
"81c55d68","Ha! With this I'm back to my former self--no, I'm even
stronger!"
"88c5686d","Only the strongest can prove themselves. That is how it is
for those Digimon who are survivors."
"87c566fa","Enough talking! Prove yourself!"
"73c58f31","You want to try again? If you insist. Bring it on!"
"2c52083b","Wonderful."
"2d5209ae","You did exactly what I asked, no questions."
"2e520b01","If you'd wanted, you could have just fought me from the
start."
"2f520cf4","Human, you are worthy. You are a true warrior, and you
deserve my trust."
"30520e67","What do you w--no, I already know. I will head to Floatia.
Do you have a place where something as big as me can stay?"
"31520fda","If not, I'll have to squeeze in somewhere. You might need to
arrange some ventilation though! Haha!"
"3252114d","Titamon joined the city!"
"e7b70aa4","This is the last place we have left to search...
which means..."
"eab70f7d","Whoooa! Who are you guys?!"
"e9b70d8a","Finally!"
"e4b705eb","As you can see, I'm living my life legit--just a
good-natured Digimon!"
"e3b70478","You've got no business being here, so off you go! Go on!"
"e6b70931","Hold on. Just hear us out..."
"e5b7075e","We don't care about what happened before. In fact, it's me
who should apologize."
"e0b6ffbf","You kidding me? Hmph. Being all apologetic... You used to be
so much cooler. Bummer."
"dfb6fdcc","Oh, you really think so...?"
"e2b4c42e","That wasn't a compliment, {0}. You do the
talking. You're far better suited to this."
"e3b4c581","How about coming to the city?
How about grabbing some food in the city?
I've got the perfect place for you in the city."
"e0b4c0c8","I'm not really cut out for the hustle and bustle of city
life."
"e1b4c2bb","What kind of Digimon do you think I am?!"
"e6b4ca5a","You've got to work to put food on the table.
You can unwind once work's finished.
Some Digimon enjoy the freedom."
"e7b4cbcd","Seriously?"
"e4b4c774","Hmm... Nah, I'll pass."
"e5b4c8e7","Come on! Just give it a try!
You could come just to help out in emergencies.
Fine. I give up."
"dab4b7b6","Heh. That doesn't sound too bad, actually..."
"dbb4b929","No way! Not a chance!"
"dcb27c25","Hmm... If you gave me a decent allowance, and threw in some
snacks too, I'd think about it."
"dbb27ab2","Don't push it, or we might just wait for your Reincarnation,
which wouldn't take long, if you catch my drift."
"dab278df","Eek! Okay, okay! I was only kidding!"
"dab278da","Hmm...I'd rather not have to do any work... Can't you
arrange that?"
"dab278d9","If you could, I could imagine myself going to the city. Oh,
I don't wanna live by a market or anything. Somewhere fun!"
"dab278d8","That possible? I'd be there in a flash if you could sort
that out..."
"d9b2776c","Oh yeah...I heard that there's an arena in Floatia."
"d8b275f9","With me, you could earn a living gambling there.
I guarantee it."
"d7b27406","Just bring me 5,000--no, 10,000 <icon>LUCK</icon>.
Sounds like too good an opportunity to miss, right?"
"d6b27293","Well, okay...I guess..."
"d5b27120","So, it looks like we have a deal."
"e4b2889d","It's a message...from Mirei...? What?!"
"e3b2872a","This is bad... Sorry, but this needs to be dealt with right
away."
"56af6abc","Sorry about this. We'll leave this up to you."
"57af6c2f","Hmph. I get the feeling that Samudramon or Kuzuhamon have
been up to something."
"58af6d82","Ah well, nothing to do with me. Anyway, get me those
10,000 <icon>LUCK</icon>, okay?"
"58af6d87","Ah well, nothing to do with me. Anyway, get me those
10,000 <icon>LUCK</icon>, okay? And the arena!"
"8533edd1","WHOA! You actually managed to do it?! Sweet!"
"8233e918","I know we had some beef before, but I'm willing to forget
all that now."
"8333ea8b","I'll be a billionaire! The ultimate gambler! You are
witnessing the birth of a legend!"
"8833f2aa","Once I'm a success, I won't need to worry about the Three
Gods of Ruin! I can't wait to see the look on their faces!"
"8933f41d","You do your best too, y'hear? See you at the arena."
"8633ef44","You're back! Show me the money... {20} <icon>LUCK</icon>..."
"8733f137","That's not enough! I said 10,000 <icon>LUCK</icon>! Jeez!"
"8733f132","What? Get that arena built ASAP!"
"7c33df86","MetalEtemon joined the city!"
"1e569f92","Hmph. So you came? Any longer, and these guys would've been
goners."
"1d569e3f","{0}... Good to see you."
"1c569c4c","Okay, fight me!"
"1b569ad9","Noir and I have fought Samudramon a few times. It's got a
new power..."
"1a569966","As it fights, it learns its opponents moves. Looks like its
Reincarnation had a strange side effect."
"195697f3","You're correct. I have longed for this strength! I am the
mightiest of all!"
"18569600","I have already taken all your power. A Digimon like Omegamon
Alter-B is a mere fleck of dirt on the floor to me now!"
"2756adfd","While I admit you're power is impressive, Samudramon, you
should know, I've found your weakness."
"2656ac0a","What do you mean?"
"1954591c","Allow me to prove it with {0}. Do you remember
our original deal?"
"1a545a8f","Yeah. If you beat me, I will obey you."
"1b545c62","Trust me, {0}, okay? Just do as I tell you."
"1c545dd5","Hold out for 30 seconds without striking, or using either
Orders or Items."
"155452d0","I'll seal its MP. It's not gonna be easy... I'm counting on
you!"
"e6bfed95","You came! You've gotta help! I can't hold out much longer!"
"e3bfe8dc","The more you fight me, the more powerful I become! I will
absorb all your power!"
"a0b3ad81","Got it! You can stop now! Good work!"
"9db3a8c8","What? Why won't you attack?! Is something wrong with you?!"
"9eb3aabb","With us? Heh. You should ask yourself the same question.
Don't you feel a little strange?"
"a3b3b25a","Hrnn?! What's going on?! I can feel my power draining..."
"a4b3b3cd","Now give it all you've got, {0}."
"f1946fc4","Nng! I didn't think it'd unleash ExE..."
"f494749d","This is no good. Start over..."
"23b1ce1f","Argh! Why?! What's happening to my new power...?!"
"24b1cff2","Just as I expected. You haven't mastered your powers yet."
"24b1cff0","I noticed that in order to absorb your opponent's ability,
you mentally detach at the start of the fight and go wild."
"24b1cff6","So I thought, what if your opponent did nothing at the start
of the fight?"
"24b1cff4","Your ability to absorb would act negatively, leaving you
with less power than when you started."
"25b1d165","So when faced with two Digimon, you couldn't even rely on
your former strength."
"1eb1c660","My...strength... Unf! What's happening?!"
"1fb1c7d3","You're facing the consequences of utilizing power you never
earned."
"20b1c946","We've been there before ourselves..."
"21b1cb39","It's up to you now, {0}."
"2ab1d904","So are you going to join the city?
You've no choice but to join the city.
You should give the city a try."
"2bb1daf7","Well, we did make a deal... Actually, no, there's another
reason..."
"28b41495","I've realized that you're an opponent I need to defeat."
"27b41322","If I'm in the city, I can challenge you any time. Sounds
good to me."
"26b4114f","Samudramon joined the city!"
"b9650ec8","Why, hello there. As you can see, Taomon..."
"bc651381","...has disappeared. I'm not sure when it happened."
"bb65122e","I know where he's heading, though. To Logic Volcano, where
Kuzuhamon is."
"be6516e7","Do Taomon and Kuzuhamon have some sort of connection?"
"bd651574","They both trained under the same master, Sakuyamon."
"c06519cd","From time to time, Sakuyamon enters into a deep sleep, in
order to preserve its strength for fighting against evil."
"bf65185a","I hear that one time, while Sakuyamon was asleep, Taomon and
Kuzuhamon traveled the world, undergoing intense training."
"b26503c3","After they had gone their separate ways, I first met Taomon."
"b1650250","What happened between those two is a mystery to me. In the
end, Taomon and I parted on bad terms, too!"
"b462c8b2","Though things have gotten better between us, that stubborn
fool and I still butt heads."
"b562ca25","It's possible Taomon and Kuzuhamon have met and are catching
up."
"b262c56c","However, I don't know whether anything happened to either
Titamon or Samudramon after their Reincarnation."
"b362c6df","Would you mind checking up on both of them
for me, {0}?"
"b062c206","I'll contact Shoma. If something happens while you're out
there, meet up with him."
"5687c735","You..."
"5387c27c","The mercy of my enemies has brought me back to life as this
worthless creature. What could you want with me?"
"5487c3ef","..."
"5187bf16","You cannot seriously be inviting me to go to Floatia."
"5287c089","Don't make me laugh. Taomon wouldn't joke like that."
"4f87bc30","Sorry I'm late, {0}!"
"5087bda3","Shoma..."
"5d87d23a","As you can see, Kuzuhamon, I've come to my senses. That's
why I'm here with {0}."
"5e87d3ad","What are you going to do? Stay here forever?"
"db8ad6cb","I'm bored with you now. Leave."
"da8ad558","You're just going to sulk? You're incredibly powerful. I'm
sure Taomon would be pleased to see you in the city."
"dd8ada11","...!"
"dc8ad8be","I told you to leave."
"df8add77","Ah!"
"de8adb84","Next time, I won't miss."
"e18ae05d","It's getting stronger!"
"e08adeea","Kuzuhamon wavered when we mentioned Taomon...
Where has Taomon gone?"
"d38aca53","You haven't changed one bit."
"d28ac8e0","That all you have to say after all this time? You haven't
changed either, Taomon."
"49833550","Actually, I have. Here. Take a look at this."
"4a8336c3","Is that...a fox lily?!"
"4b8338b6","When the world returned to normal, I started growing it in
secret. I was delayed getting here because I went to get it."
"4c833a29","That's right. It grew from the seed you gave me."
"4d833b9c","..."
"4e833d0f","While we were training together, I couldn't hold a candle to
you."
"4f833ee2","One day, when I was at the end of my tether with my dark and
light arts training, you gave it to me."
"50834055","At that time, I had no idea what it meant, so I never tried
planting it or growing it."
"518341c8","Later on I realized that this seed is very delicate. To
cultivate it, you need to have mastered dark and light."
"528343bb","You could be strict, but you were kind enough to do that for
me. So how could you do something so heinous?"
"4f857d59","Hmph. If you really want to know..."
"4e857be6","What?!"
"4d857a73","Urk...You wanted this power...?"
"4c857880","Looks like you managed to defend yourself. Fine. I'll fight
you just like the good old days."
"53858385","Taomon's defense is phenomenal as usual."
"52858212","Even so, this is bad... Gah! What should we do?!"
"518580bf","Hm. You've improved, but it's still not enough."
"50857ecc","Unf... I don't need any help..."
"57858a31","No way can we just stand by and watch!"
"5685885e","Shoma, Noir...thank you..."
"4d924606","...!"
"4e9247f9","We're on your side, Taomon.
Isn't that right, {0}?"
"9ac59d32","You... No... This is how it should be!"
"99c59b5f","Hah! We're going to show you just how resilient we are!"
"8098afeb","Ack..."
"8198b15e","Kuzuhamon...!"
"8298b331","Looks like you made some good friends..."
"8398b4a4","I'll tell you why I broke the rules that day, and why I
worked towards Ultimate Digivolution..."
"8498b617","Taomon...I was jealous of you."
"8598b78a","I know I started training before you and it looked like I
could do anything,"
"8698b97d","but you were a natural compared to me. You understood the
value of light and dark on a pure level..."
"7798a180","Our master said the same thing about you."
"7898a373","...!"
"859af661","I never realized... Our master must have said those things
to inspire me to fight harder."
"849af48e","I'd never been good at controlling light and dark... I...
Once our master went to sleep,"
"839af31b","and overwhelmed by jealousy, rage, and greed, I did
something I shouldn't have..."
"829af1a8","Pathetic, right? I tried to bring the world into chaos."
"899afcad","..."
"889afb3a","I should never have been reborn... No, actually, I'm glad I
was, because now I can tell you everything."
"879af947","..."
"869af7d4","How about coming to the city?
There's a nice place you can go. It's called Floatia.
Come live with Taomon in Floatia."
"7d9ae989","Heh heh... This human never changes. Always so genuine,
leading with the heart..."
"7c9ae816","Taomon, were we ever like that...?"
"b9e07ea","Kuzuhamon...!"
"c9e095d","So, you see now, right?"
"99e0484","Yeah. Just give me a little time..."
"a9e0677","Well, we've done all we can for now. Let's head back."
"4bbfd93e","Good to see you again."
"4abfd74b","That was a long walk you went out for, Taomon."
"49bfd5d8","Hmph. Unlike some old folk around here, my legs still work
fine."
"50bfe0dd","Heh-heh, is that all you have to say for yourself?"
"4fbfdf6a","..."
"4ebfddf7","Huh?! Kuzuhamon?!"
"4dbfdc04","Oh, welcome!"
"44bfce39","Did you design this place, Taomon?"
"43bfcc46","Um...yeah..."
"c6bcc928","I like it much better than the old place."
"c7bcca9b","Kuzuhamon, are you going to live here in Floatia? That would
be nice."
"c8bccc0e","It looks like I am."
"c9bccde1","Ummm, my name's Himari...but you already know everything
about us, right?"
"cabccf54","Mostly. Sorry, I'm not good at speaking to people, so I'll
leave my greetings at that."
"cbbcd0c7","Not sure I could call those greetings..."
"ccbcd2ba","You're just like Taomon!"
"cdbcd42d","Nah. I'm a tiny bit better."
"bebcbcb0","Perhaps you are--now at least."
"bfbcbe23","Anyway, I want to thank you for your help, {0}."
"38c43863","Everything went exactly as I thought it would. Thank you,
{0}, and you too, Tsuzuki."
"37c436f0","I never thought MetalEtemon of the Three Gods of Ruin would
ever join Floatia! How wonderful!"
"3ac43b49","I always dreamed of seeing Floatia prosper."
"39c439d6","Digimon and humans, formidable opponents, and even the
Enforcer, all working together..."
"3cc43eaf","I could die without a single regret now!"
