"Hash","string"
"72b69c66","Got it?"
"73b69dd9","You bet!
Wait, say that again...?"
"7cb6ac24","Hee hee, I'll be waiting!"
"7db6ad97","Bring me a Cheerful Apple, a Digistalk, and a Salty Fruit
whenever you can! Got all that?"
"7ab8e7b5","What, you won't help? Hmph, fine then! I'll look by myself!"
"d73b44","Welcome back! Did you find the items I need as fertilizer?"
"3d7401d","I need a little more time...
What was I looking for again?"
"2d73eaa","No problem, take all the time you need!"
"fdd7368b","Bring me a Cheerful Apple, a Digistalk, and a Salty Fruit,
please!"
"fcd73518","Bring me a Cheerful Apple, a Digistalk, and a Salty Fruit,
please!"
"f22fdb4d","Welcome back! Did you find the items I need as fertilizer?"
"8653ef38","I need a little more time...
What was I looking for again?
I got everything! Here you are."
"8753f0ab","No problem, take all the time you need!"
"8c53f84a","Bring me a Cheerful Apple, a Digistalk, and a Salty Fruit,
please!"
"8d53fa3d","Bring me a Cheerful Apple, a Digistalk, and a Salty Fruit,
please!"
"8a53f564","Oh sweet! You brought all three of 'em!"
"8a53f565","You handed over the Cheerful Apple, Digistalk and Salty
Fruit!"
"8b53f6d7","Thanks a bunch! Just what I needed for my fertilizer.
Alright, time to grow some delicious meat!"
"8053e5a6","Palmon joined the city!"
"5367c5f0","...Huh? I haven't seen you around these parts...
Hey, wait a minute! Are you one of them...humans?!"
"5367c5f1","Boy howdy! It must've been fate that brought us together!
I've got something to tell you, in fact..."
"5667ca49","So whaddaya think? Have I piqued your interest? Or you want
I should pick your nose instead?"
"5567c8d6","You piqued it!
Go on and pick it!
I don't care either way."
"5867cdaf","One boogerectomy coming right up! ...Okay, that wasn't as
funny as I thought it'd be."
"5767cc3c","So let me try again. Have I piqued your interest?
Or...well..."
"5a67d0f5","Alright, you piqued it!
Honestly, I don't care."
"5967cf02","Would it kill ya to hear me out?! Well, I'll be here if you
ever change your mind. See you then!"
"5c67d3db","Allll riiight, I could tell you were a sharp one! Now then,
check out this bad boy."
"5b67d268","Ta-daaah! A Recovery Disk! Just what every Tamer needs!
I can let it go now for a paltry sum of 100 <icon>BIT</icon>!"
"6e65b19a","So whaddaya think?　"
"6f65b30d","Thanks, but no thanks.
(Stare)
I'll buy it for 100 <icon>BIT</icon>!"
"6c65aeb4","Really? No foolin'?! Well then, pleasure doing business with
you, pardner!"
"6d65b027","Thanks to you, I can finally open my item shop! I'll have
more deals down the line, so gimme a holler in town!"
"6a65ab6e","Peace out, hombre!"
"6b65acc1","Alright, buddy, you drive a hard bargain... Fine!
Have it your way!"
"6865a808","How much would you pay for this bad boy?"
"6965a9fb","80 <icon>BIT</icon>!
How about 50 <icon>BIT</icon>?
Make it 30 <icon>BIT</icon>!"
"6665a522","Boy howdy, this ain't your first rodeo, is it? Alright,
80 <icon>BIT</icon> it is!"
"6765a695","Good doing business with you! Deals like this are what I
love about the job! Come back again, y'hear?"
"68636991","Aww c'mon, I can't turn a profit at that price! Remember,
I'm running a business here, man."
"6763683e","Don't ask the impossible! Prices like that'll run me outta
business!"
"6663664b","Right, how about this? Let's call it...70 <icon>BIT</icon>!
That's my best offer!"
"656364d8","No thanks, I'm good.
How about 60 <icon>BIT</icon>?
70 <icon>BIT</icon>? I'll take it!"
"6c636fdd","...Wait, you're not gonna buy it?! No waaay! All right,
well...let me know if you change your mind!"
"6b636e6a","Man, what a skinflint! Nnngh, all right, all right, sold for
60 <icon>BIT</icon>!"
"6a636cf7","I can see I've got a lot to learn... You win this round!
Ah well, come on back and see me sometime!"
"69636b04","You got a deal! I'll take that 70 <icon>BIT</icon>!"
"60635d39","It's a pleasure doing business with you! Come on back
sometime, y'hear?"
"5f635b46","Oh yeah? That's a shame... I thought it was a real bargain!"
"e2605828","Ah well, them's the breaks. Come on back if you feel like
shopping! I'll be here!"
"e360599b","Huh? Now hold on... You're a little short on cash, y'know?"
"e4605b0e","...???"
"e5605ce1","Don't play dumb, man! I can't go handing out my product to
someone without the scratch to pay for it!"
"e6605e54","Whoops, I went too far... That's bad customer service..."
"e7605fc7","Listen, everyone makes mistakes! No worries, get a little
more cheddar in that wallet and come on back!"
"e86061ba","Tentomon joined the city!"
"e960632d","You got Recovery Disk x 1!"
"215c9f6b","...Huh? I haven't seen you around these parts...
Wait a minute! Are you one of them...humans?!"
"225ca0de","Boy howdy! It must've been fate that brought us together!
I've got something to tell you, in fact..."
"235ca2b1","...Wait, hold up a minute! Your inventory is already jam-
packed, ain't it?"
"245ca424","Whatcha gonna do with all those items? There's a limit to
greed, you know!"
"255ca597","Wait, don't tell me you're one of those ""pocket full of
dreams"" bozos...?"
"265ca70a","Listen up, now... Ne it dreams or items, it ain't a more-
the-better type of deal. Ya hear me?!"
"275ca8fd","And remember, you can only have 99 of a single item! That's
a special knowledge bomb from me to you!"
"185c9100","Come on back once you've sorted out those pockets. Then I'll
have something good to tell ya!"
"b4d1f4ba","A human Tamer, are you? Collecting ingredients?"
"b4d1f4bb","Each Digimon has their own favorite ingredient. The more you
have on hand, the more Digimon friends you can satisfy."
"b4d1f4b8","Now if you'll excuse me, I'm quite busy with training.
Until we meet again..."
"b5d1f62d","Oh... Lord Taomon..."
"b2d1f154","I was almost ready to serve you the ultimate dish..."
"b3d1f2c7","What's wrong?
Lord Taomon?"
"b0d1ee0e","Oh, I didn't expect to see a human here... What a rare
sight..."
"b1d1efe1","No, perhaps this is fate... I have a request to ask of you,
noble human."
"aed1eb28","You know Lord Taomon?! What a stroke of good fortune."
"afd1ec9b","I have a request for you, dear human... Will you heed it?"
"acd1e7c2","My name is Renamon. I was Lord Taomon's chef."
"add1e9b5","I was to cook a meal that would make Lord Taomon's tongue
sing! I thought up the recipe and sought out ingredients..."
"1ad4d383","...but then Lord Taomon went off somewhere. Still, I refuse
to give up."
"19d4d210","This, the ultimate dish I put my all into...I want my lord
to taste it."
"1cd4d6e9","That's when it hit me. If I threw a banquet here, my lord
would surely appear!"
"1bd4d576","So I resumed my search for ingredients, but one still eludes
me, I'm afraid..."
"1ed4d9cf","The ingredient I still need is called a Digicarp."
"1dd4d85c","You're the only one I can ask... Please do something to help
this poor servant."
"20d4dd15","Help you I shall!
Um, now's a bad time..."
"1fd4dba2","Truly? You have my thanks, kind human."
"22d4e07b","Well then, please catch a Digicarp. I leave the matter in
your care."
"21d4de88","It needs to be fresh, so please, do hurry back with it."
"a8cd6448","Oh, are you busy at the moment? Well then, whenever you are
able..."
"a9cd663b","Do save this humble servant, somehow..."
"86611ece","Oh... Lord Taomon..."
"85611d5b","What did I need to catch?
Please wait a bit longer."
"84611be8","A Digicarp... That is what I need to complete my dish."
"8b6126ed","Yes, I shall wait. Please bring a Digicarp for my recipe."
"2eedc6bb","Oh... Lord Taomon..."
"2fedc82e","What did I need to catch?
Please wait a bit.
Here, I brought you a Digicarp!"
"30edc981","A Digicarp... That is what I need to complete my dish."
"31edcb74","Yes, I shall wait. Please bring a Digicarp for my recipe."
"32edcce7","Oh, my! You've brought it! Oh kind human, I thank you from
the bottom of my heart."
"32edcce6","You handed over one Digicarp!"
"33edce5a","Yes! Now I can make the ultimate dish!"
"34edcfcd","Lord Taomon will surely be pleased! If I hurry, I can hold
my banquet tonight!"
"25edb850","Renamon joined the city!"
"7f8dac9e","Man, I'm so hungry... What can I say, I'm a gourmand!"
"7e8dab2b","This is a momentous occasion indeed! You see, I want five
Green Digistalks..."
"7d8da9b8","You got it!
No can do..."
"7d8da9b9","You handed over five Green Digistalks!"
"848db4bd","Bloop bloop... Time to eat! *munch munch munch*"
"838db2ca","Yeahhh, I'm so full! When I eat, I just chow down, ya know?!"
"828db157","A full belly gets me raring to go! I'll fight with you!"
"818dafe4","Bloop bloop... F-food..."
"77393f7d","Bloop...ugh...!!! Man... I was so full that my movements
were sluggish!"
"74393aa4","But all that fighting helped me chill out. I'll go to the
city, so please forgive me..."
"75393c17","Numemon joined the city!"
"2d6ffa50","Man, I'm so hungry... What can I say, I'm a gourmand!"
"306fff29","This is a momentous occasion indeed! You see, I want five
Green Digistalks..."
"2f6ffdb6","I don't have them...
No way!"
"3270020f","Bloop bloop... F-food..."
"3170009c","Bloop bloop...
Straight-up denied... Harsh, man..."
"eec5945b","HMM? ME NO SEE YOU BEFORE... YOU, LOOK STRONG..."
"efc595ce","ME, KABUTERIMON. ME WANT BE STRONG, SO ME TRAIN!"
"f0c597a1","ME WANT SEE HOW STRONG ME AM! YOU FIGHT ME?"
"f1c59914","BUT ME TELL YOU, ME STRONG GUY! REAL STRONG!!!"
"f2c59a87","Let's do it!
I'm still too weak..."
"f3c59c7a","ME THANK YOU! LET'S FIGHT!!!"
"f4c59ded","TOO BAD. COME BACK WHEN STRONG, OKAY?"
"f47565e0","YOU BACK AGAIN! YOU FIGHT NOW?"
"f7756ab9","BUT ME TELL YOU, ME STRONG GUY! REAL STRONG!!!"
"bca8144d","OW OW OW! YOU, STRONG..."
"b9a80ff4","WHAT TRAINING YOU DO? ...HUH? TRAIN...IN CITY?"
"baa81167","CITY...FLOATIA CITY... BETTER THAN TRAINING OUT HERE?"
"b7a80cae","OKAY, ME WANT TRAIN IN CITY! ME GOOD WITH TOOLS, TOO!"
"b8a80e01","Kabuterimon joined the city!"
"aad26a4c","I AM SO HUNGRY... WHERE AM I...? WHO ARE YOU?!"
"add26f05","?"
"acd26d92","I AM KUWAGAMON. I AM LOOKING FOR FOOD TO EAT."
"a7d265f3","I LOVE ROYAL DIGIJELLY. IT IS ON FOREST PATH IN NIGH PLAINS."
"a6d26400","BUT I GOT LOST ON THE WAY, AND I DO NOT KNOW WHERE I AM."
"a9d268d9","SO PLEASE, I ASK YOU! PLEASE BRING ME ROYAL DIGIJELLY!"
"a8d26766","Some Royal Digijelly, coming up!
I have no idea what you're talking about..."
"b3d27897","YOU ARE A GOOD HUMAN!"
"b2d27724","ROYAL DIGIJELLY IS ON THE FOREST PATH IN NIGH PLAINS."
"a5d02436","YOU DO NOT UNDERSTAND? YOU ARE NOT THE 
SHARPEST KNIFE IN THE DRAWER, ARE YOU?"
"252362a7","I AM STARVING. PLEASE BRING ME ROYAL DIGIJELLY!"
"2623641a","ROYAL DIGIJELLY IS ON THE FOREST PATH IN NIGH PLAINS."
"7b5986ba","You got Royal Digijelly!"
"1e3e69b5","YOU BROUGHT ME ROYAL DIGIJELLY! I AM SO HUNGRY, GIVE IT
TO ME!"
"1b3e64fc","You handed over the Royal Digijelly!"
"1c3e666f","*slurp slurp* DELICIOUS! THIS IS MY FAVORITE!"
"193e6196","MMM! I AM ALL FULL NOW!"
"1a3e6309","HUH? WHAT AM I DOING HERE?"
"173e5eb0","WHERE AM I? THINKING MAKES ME HUNGRY..."
"183e6023","I WANT TO EAT ROYAL DIGIJELLY. WHERE IS ROYAL DIGIJELLY?
LET US GO LOOK!"
"253e74ba","Kuwagamon joined the city!"
"8ce1bb76","I am Kentaurosmon!"
"8be1b983","And I am Craniamon!"
"8ae1b810","We came to see your power--the power said to have saved this
Digital World--for ourselves!"
"91e1c315","Please fight with us, and show us that power!"
"90e1c1a2","Let's do it!
I can't right now!"
"8fe1bfcf","Very well, here we go!"
"8ee1be5c","I see... Still, whenever you are ready, please be our
opponent!"
"7a5eecd5","You came, {0}!"
"775ee81c","This time, please show us your power!"
"d09510e8","...How wonderful! Indeed, I must acknowledge your strength!"
"d39515a1","You are certainly a being worthy of lending our power to!"
"d29513ce","And next we meet, lend it we shall... We look forward to
that day!"
"d5951887","Kentaurosmon and Craniamon joined the city!"
"afb3a6a5","Uuurgh! That blockhead Togemon!"
"acb3a1ec","Even though my special move is so cool and strong! I'll
never go back there!"
"adb3a35f","Hmph!"
"aab39e86","What is this...? Are you a human?!"
"abb3a079","What are you doing in a place like this? Oh I see... Is this
your first time here?"
"a8b39ba0","This is Server Desert...a place devoid of vegetation after
intense heat from old servers withered all the plants away."
"a9b39d13","The old break room called Oasis has a vending machine and a
toilet. I hear a tower of new-type servers lies deep within."
"b6b3b1aa","Head out west a ways to reach Ohguino Wastelands. South of
here lies another area called Logic Volcano."
"b7b3b31d","But beware, the Digimon out there are stronger than the ones
you'll face in Nigh Plains."
"cd463906","Uuurgh! That blockhead Togemon!"
"cc463793","Hey, listen! That Togemon is awful! Togemon made fun of my
special move!"
"cb463620","The nerve, saying, ""Your special move lacks something!""
My Veemon Headbutt is perfect, I tells ya!"
"d2464125","What an awful thing to say, right?!"
"d1463fb2","Make up, won't you?
Welp, what can you do?
Togemon says you should come back!"
"d0463ddf","Yer telling me to take the high road?! No way, Jose!
Not a chance!"
"cf463c6c","I won't go back until Togemon apologizes like a good 'mon!"
"d6464751","You making fun of me too?! Hmph! I got nothing else to say
to you! G'wan, get outta here!"
"d54645fe","What?! Togemon said that?!"
"48432970","(You talked about what Togemon said.)"
"49432ae3","""I want Veemon to get stronger."" Togemon said that?"
"4a432c56","But I got mad and stormed off... I can't just go back like
this, it's lame..."
"4b432dc9","Gimme some time... I'll go back after I get stronger.
Still, just how'm I supposed to do that...?"
"4c432fbc","You're training isn't complete yet?
If you need a training partner, I'll fight with you!"
"4d43312f","That's right! Okay, I'll try hard on my own fer a bit!"
"4e433282","Wow, ya will?! Whatta champ! I guess this is...kinda like
having a rival, heh heh!"
"4f433475","Awriiight, let's go, rival! I'll get stronger by fighting
with ya!"
"d99aacd3","Yowwch...that stings! I guess this move really AIN'T quite
ready after all!"
"da9aae46","But thanks to you, I got a hint on how to fix it! Thanks,
yo! You and I, now we're real buds, yeah?!"
"db9ab039","I'm going back to the city to train some more! Tell Togemon,
will ya?! Thanks, bud!"
"dc9ab1ac","Veemon joined the city!"
"d352bfa8","Veemon, where did you go?"
"d652c461","Veemon learned a new move. But it still has lots of flaws,
so it's incomplete. It lacks something."
"d552c28e","...I want Veemon to get stronger, so I said ""that move lacks
something,"" you know."
"d852c747","Then that 'mon just got mad and ran off! ...I must have been
too harsh."
"d752c5d4","Veemon's gotten stronger, but it's still a child. I'm
worried..."
"da52caad","Should I go look for Veemon?
That's a real worry, for sure."
"d952c93a","...Really? Can I...can I count on you, then?"
"cc52b4a3","...Then please, it's up to you. You must bring Veemon back!"
"cb52b330","Yeah, it IS a worry--wait, you making fun of me?! Just get
outta here, then!"
"c9702303","Veemon... I'm so worried..."
"bbde7b36","Veemon, where did you go?"
"bade7943","What a worry, um.
I found Veemon."
"b9de77d0","Yeah, what a worry--wait, are you making fun of me?!"
"c0de82d5","...Oh! Thank you! I see... Veemon DID say it was time for
more training..."
"bfde8162","But...even though Veemon's a greenhorn, you still won?
You've got talent!"
"bede7f8f","I want to see it for myself... Let's fight!"
"bdde7e1c","Now's not a good time.
You want a fight, you got it!"
"c4de8901","Alright, then I'll wait here! Come on back when you're in
the mood!"
"c3de87ae","Right answer! ...Okay, let's do it!"
"a0bb72f9","Hmm...you move well! All of you are pretty strong!"
"9dbb6e20","If I train I'll get stronger and stronger! I'll be waiting
in the city's training gym!"
"9ebb6f93","Togemon joined the city!"
"fa316457","*cough* *cough* Hey, you there, got a second?"
"fb3165ca","?"
"fc3167bd","As you can see, I've got a cough... *cough* It just won't go
away, and I feel weak... *cough*"
"f5315cb8","This illness comes from a lack of flame energy in my body...
I can't shoot a Mega Flame, either... *cough*... Ugh."
"f6315e2b","M-Medicine won't work, I need to charge my flame energy.
I need you to get me a Magma Lozenge! *cough*"
"f7315f9e","I don't have the strength to get it myself... *cough cough*
I won't last long like this...so please! *cough*"
"f8316171","I'll get it, no problem!
I hope it's not contagious..."
"f131560c","Oh! Really, you'll do that for me? *cough* I owe you one!"
"f23157ff","Magma Lozenges are clumps of volcanic energy... There should
be some around Logic Volcano! *cough*"
"ff33aaed","Yeah, I guess you're right... I don't want to give it to
you... *cough*"
"374c4f3c","Magma Lozenges should fall somewhere around Logic Volcano!
*cough*"
"3a4c53f5","""Please, before my illness gets any worse... You're a
lifesaver! *cough*"
"b6fa6809","You got a Magma Lozenge!"
"322c2186","Oh, that's it! You got me a Magma Lozenge!"
"312c2013","You handed over the Magma Lozenge!"
"302c1ea0","This should do the trick... *cough* Better take it now!"
"372c29a5","*gulp* ...Oh! Whoaaaaa!!! My body's brimming over with flame
energy!"
"362c2832","Great, I'm all better now! Now I can shoot all the Mega
Flames I want!"
"352c265f","Wow, you really saved my bacon! I have to do something to
thank you..."
"342c24ec","I have a special talent, you know. I'll unleash it in the
city!"
"ad2911f0","Greymon joined the city!"
"93fc036","Yo yo yo! The name's Gargomon! You're a human, ain'tcha?"
"93fc037","I never thought I'd meet a human in a hot spot like this!
It's dangerous to be around me, so keep your distance!"
"a3fc1a9","Yo yo yo! The name's Gargomon! You're a human, ain'tcha?"
"73fbcd0","Never thought I'd meet one of you in this desert! What
brings you here, anyway?"
"83fbe43","Gimme some Cyber Grease!
Nothing, actually."
"d3fc662","Truth be told, I've got some Cyber Grease on me. But what
are you gonna use it for?"
"e3fc7d5","I mean, a human like you wouldn't need it, right?"
"b3fc31c","This stuff's for Digimon, see. You can't use it to fry up
some greasy eats, know what I'm sayin'?"
"c3fc48f","Me, I use it for repairs on my Gatling arm. I need the stuff
so I can't just be giving it away."
"113fccae","(You talked about GrapLeomon.)"
"123fce01","Uh oh, GrapLeomon's in a bind?! We're brothers in arms--
spinning arms, to be exact!"
"f42083f","In a desert like this, getting sand into that turbine is the
worst!"
"e42064c","If I'm not careful, sand gets into my Gatling arm real quick
and messes it up."
"11420b05","So why am I in a desert like this, you ask? Well look at all
this wide, open space!"
"10420992","I can shoot off my Gatling gun 24/7! This is the life!"
"b4201f3","But enough of that, my bud's in trouble! I gotta help! Here,
take this."
"a420000","You got the Cyber Grease!"
"d4204d9","For someone with stationary arms, you're not bad! Let's be
friends, too!"
"c420366","Gargomon joined the city!"
"17421497","Is that right? Then no problem!"
"5009000a","Yo yo yo! The name's Gargomon! You're a human, ain'tcha?"
"4f08fe97","Never thought I'd meet one of you in this desert! What
brings you here, anyway?"
"4e08fd24","Gimme some Cyber Grease!
Nothing, actually."
"4d08fbb1","Truth be told, I've got some Cyber Grease on me. But what
are you gonna use it for?"
"4c08f9de","Hey, you don't have any room for this in your inventory!"
"4b08f86b","I can't do anything if you're full up, man!"
"4a08f6f8","Is that right? Then no problem!"
"f717a9f","Hmm...you're a human, are you? They call me GrapLeomon.
I'm currently undergoing training here."
"f717a9e","Sorry, but I don't have time to shoot the breeze with you.
I'm sure you've got something to take care of yourself!"
"e71792c","Hey you! Come help me out over here!"
"11717de5","?"
"10717c72","The truth is, my brother Leomon is fighting a tough battle
in Ohguino Wastelands beyond this sand wall..."
"b717453","I want to destroy this wall and go help at once, but the
turbines on my arms got sand in them and broke down..."
"a7172e0","I can't use my special moves like this! That's why I need
your help..."
"d7177b9","Gargomon has the Cyber Grease I need to fix my turbines.
Could you get it for me?!"
"c7175c6","You got it!
I can't right now."
"17718777","Great, that'd really help me out!"
"16718584","Gargomon should be around here in the Server Desert
somewhere! Thanks again!"
"896e6916","I see... Well, if you come back through here, I'll ask you
again! Please, do come back!"
"46460087","Please go get the Cyber Grease I need to fix my arm turbines
from Gargomon!"
"4746027a","Gargomon should be here in the Server Desert! I beg of you!"
"1c7cee1a","I have awaited your return! I see you've brought the Cyber
Grease I need!"
"1b7ceca7","You handed over the Cyber Grease!"
"1a7ceb34","Okay... Time for me to fix my turbines! First brush sand out
of the rotator, then apply Cyber Grease to the bearings..."
"197ce941","Now turn in slowly, letting it seep in... Great! Repairs
complete!"
"187ce7ee","As for this sand wall... I'll destroy it with all my power!
Special move...the King of Fists!!!"
"177ce67b","Whew... Now I can finally go help Leomon. ...Ugh, what
the--?!"
"167ce488","Oh no! It looks like my repairs weren't finished..."
"157ce315","My turbines are all scorched from using my special move...
I don't think I can go on like this..."
"147ce1a2","...Oh, I know! Could you go instead?"
"177aa784","Please, go to Ohguino Wastelands and help Leomon for me!"
"187aa977","I'll go for you!
That's a bit much..."
"197aaaea","You have my thanks! I apologize for all these requests, but
your strength is needed!"
"1a7aac5d","But I have no one else to ask! I need you to do it!"
"137aa158","Lastly, let me teach you the motto Leomon and I share..."
"147aa2cb","If you say it, Leomon will know you're there in my place,
and will trust you for sure! Our motto is..."
"157aa4be","""No Meat, No Digi-Life!"""
"167aa611","Words left behind by a wise carnivore, they say..."
"f7a9b2c","...?"
"107a9c9f","Anyway, I'm counting on you to help Leomon! I'll return the
favor in your city!"
"898216df","GrapLeomon joined the city!"
"89f6372e","Hey punk! Whaddaya think you're doing, busting in on my turf
without permission?!"
"8af63881","?!"
"8bf63a74","All things here belong to me, Garudamon! If you want to take
that...it means you're ready to face the music, right?!"
"8cf63be7","I'm sorry!!!
Whatever falls here belongs to everybody!"
"8df63d5a","As long as you understand, I'll let you off the hook this
time!"
"8ef63ecd","But don't think there'll be a second time... Remember, this
turf belongs to me..."
"7ff62750","Grr... You're just a punk that doesn't listen to reason.
Guess that means you're after my turf!"
"80f628c3","Know your place, punk...or I'll be the one to teach it to
you!"
"a61f07c0","Hey punk... I told you this is my turf, didn't I? What the
heck do you want?!"
"a91f0c99","Nothing, nothing at all!
You can't have it all to yourself!"
"a81f0b26","Hmph... In that case, get lost. This is my turf, and mine
alone..."
"ab1f0fff","You're just a punk that doesn't listen to reason.
Guess that means you're just after my turf!"
"aa1f0e0c","Know your place, punk...or I'll be the one to teach it to
you!"
"fda652d","What in the... I...I lost...?"
"cda6054","I...I guess you might be right. Maybe this place doesn't
belong to anybody..."
"dda61c7","All right, I'll open up my turf...but don't think I trust
you completely, punk."
"ada5d0e","I'm gonna stick around for a bit..."
"bda5ee1","I'll see with my own eyes whether or not you're fit to use
this place!"
"7afacd12","Think of all the things you gather here as treasure, and use
them wisely!"
"79facbbf","That's what someone fit to use this place would do..."
"8055fb9f","Today we gotta talk, punk. I've been watching you this whole
time, see?"
"8155fd72","Watching to see how you'd use the things you get here...
whether you're fit to use this place..."
"8255fee5","Truth is, you've been going about it the right way. The way
the city's developing is proof of that."
"7b55f3e0","I've got to hand to it you, you're the right person to use
this place...and from now on, you'll be its guardian!"
"7c55f553","That's all I had to say. Now then... What'll I do from now
on, I wonder?"
"7d55f6c6","...Oh yeah, that'd work! I'll move to the city!"
"7e55f8b9","Whaddaya know, I get some good ideas every once in a while!
Looking forward to seeing you again in the city!"
"87560684","Garudamon joined the city!"
"445b3824","What in the... I...I lost...?"
"475b3cfd","I...I guess you might be right. Maybe this place doesn't
belong to anybody..."
"465b3b0a","All right, I'll open up my turf. Now then... What'll I do
from now on, I wonder?"
"415b336b","...Oh yeah, that'd work! I'll move to the city!"
"405b31f8","Whaddaya know, I get some good ideas every once in a while!
Looking forward to seeing you again in the city!"
"435b36b1","Garudamon joined the city!"
"3aa86951","Oh, and who are you? Well, whoever you may be, please leave."
"3aa86950","Or could you be an envoy of the Colosseum, come to fetch me?
...Oh, don't worry if you don't know what I mean."
"39a867fe","It's you... The human that's been making a splash in the
Colosseum lately..."
"38a8660b","I am MirageGaogamon... Once I was known far and wide as a
champion of the city Colosseum..."
"37a86498","I heard whispers in the wind of you, and now I wish to
engage you in combat..."
"3ea86f9d","If you can beat me in 30 seconds, I promise to become your
ally. What do you say?"
"3da86e2a","Cool! Let's fight!
Not right now, thanks..."
"3ca86cb7","Well met, Tamer! Now then, show me that power famed in the
Colosseum!"
"3ba86ac4","...You disappoint me, Tamer. Should you change your mind,
feel free to call on me anytime!"
"bdfa54dd","Have you come to accept my challenge? Allow me to remind
you..."
"bafa5004","Should you defeat me in 30 seconds, I promise to join your
ranks. Now then, shall we battle?"
"a08c6530","...That's all you've got?"
"a38c6989","The Colosseum has certainly gotten soft in my absence!
Back in my day, I daresay you'd never see such weaklings..."
"a28c6816","Still, I believe you have room to grow... Feel free to try
again anytime!"
"7ac3588f","...Hrrm! Splendid!"
